study	individual	group	count	interventions	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Fukudo2014	NA	HCC_200	36.0	SOF200	concentration	sorafenib	plasma	LC MS/MS	HCC_200	241.057268722467	day	NA	491.666666666667	291.666666666667	200.0	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_200	36.0	SOF200	concentration	sorafenib	plasma	LC MS/MS	HCC_200	298.942731277533	day	NA	533.333333333333	304.166666666667	229.166666666667	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_200	36.0	SOF200	concentration	sorafenib	plasma	LC MS/MS	HCC_200	359.20704845815	day	NA	600.0	312.5	287.5	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	6.34361233480176	day	NA	750.0	866.666666666667	116.666666666667	NA	ug/mL	800mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	15.0660792951542	day	NA	695.833333333333	895.833333333333	200.0	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	22.2026431718062	day	NA	658.333333333333	870.833333333333	212.5	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	31.7180616740088	day	NA	629.166666666667	833.333333333333	204.166666666667	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	60.2643171806167	day	NA	616.666666666667	812.5	195.833333333333	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	90.3964757709251	day	NA	616.666666666667	816.666666666667	200.0	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	119.735682819383	day	NA	616.666666666667	804.166666666667	187.5	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	179.20704845815	day	NA	641.666666666667	841.666666666667	200.0	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	240.264317180617	day	NA	637.5	841.666666666667	204.166666666667	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	298.942731277533	day	NA	691.666666666667	854.166666666667	162.5	NA	ug/mL	mg/day
Fukudo2014	NA	HCC_400	36.0	SOF400	concentration	sorafenib	plasma	LC MS/MS	HCC_400	360.0	day	NA	741.666666666667	833.333333333333	91.6666666666666	NA	ug/mL	mg/day
