study	individual	group	count	interventions	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Ferrario2016	SOF33_sor	NA	1.0	SOF200	concentration	sorafenib	plasma	LC MS/MS	SOF33_sor	5.02857142857143	hour	611.425088652482	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF33_sor	NA	1.0	SOF200	concentration	sorafenib	plasma	LC MS/MS	SOF33_sor	7.08571428571429	hour	824.191046099291	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF20_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF20_m2	-0.0514469453376206	hour	6751.5923566879	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF20_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF20_m2	0.463022508038585	hour	8980.89171974522	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF20_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF20_m2	0.977491961414791	hour	11273.8853503185	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF20_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF20_m2	2.54662379421222	hour	15541.4012738854	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF20_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF20_m2	5.09324758842444	hour	6496.8152866242	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF20_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF20_m2	7.07395498392283	hour	6560.50955414013	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF22_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF22_m2	0.0771704180064309	hour	9808.91719745223	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF22_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF22_m2	0.488745980707396	hour	7770.70063694267	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF22_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF22_m2	1.02893890675241	hour	7961.78343949045	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF22_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF22_m2	2.52090032154341	hour	8917.1974522293	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF22_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF22_m2	5.01607717041801	hour	6114.64968152866	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF22_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF22_m2	7.04823151125402	hour	8853.50318471338	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF23_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF23_m2	0.0	hour	2993.63057324841	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF23_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF23_m2	0.488745980707396	hour	3885.35031847134	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF23_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF23_m2	1.02893890675241	hour	5605.09554140127	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF23_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF23_m2	2.57234726688103	hour	7707.00636942675	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF23_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF23_m2	5.06752411575563	hour	6687.89808917197	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF23_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF23_m2	7.02250803858521	hour	2675.15923566879	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF27_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF27_m2	0.0257234726688103	hour	8152.86624203822	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF27_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF27_m2	0.488745980707396	hour	3694.26751592357	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF27_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF27_m2	0.977491961414791	hour	3375.79617834395	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF27_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF27_m2	2.41800643086817	hour	6687.89808917197	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF27_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF27_m2	5.04180064308682	hour	12675.1592356688	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF27_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF27_m2	7.09967845659164	hour	12229.2993630573	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF32_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF32_m2	-0.0257234726688103	hour	5095.54140127389	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF32_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF32_m2	0.514469453376206	hour	5222.92993630573	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF32_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF32_m2	0.87459807073955	hour	7197.45222929936	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF32_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF32_m2	2.52090032154341	hour	8853.50318471338	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF32_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF32_m2	5.01607717041801	hour	9299.36305732484	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF32_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF32_m2	7.04823151125402	hour	7133.75796178344	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF33_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF33_m2	-0.0514469453376206	hour	6433.12101910828	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF33_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF33_m2	0.488745980707396	hour	6815.28662420382	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF33_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF33_m2	0.951768488745981	hour	7070.06369426752	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF33_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF33_m2	2.46945337620579	hour	6496.8152866242	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF33_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF33_m2	5.04180064308682	hour	4203.82165605096	NA	NA	NA	NA	ng/mL	SOF200,VIN30
Ferrario2016	SOF33_m2	NA	1.0	SOF200	concentration	sorafenib_M2	plasma	LC MS/MS	SOF33_m2	7.09967845659164	hour	5668.7898089172	NA	NA	NA	NA	ng/mL	SOF200,VIN30
